dm,gpdm,gpmc,sgdm,zgrq,wsfxrq,ssrq,ssb,fxjg,fxsyl,xype,xype_jt,xype_ttm,fxszj_w,xgfxsl_w,lgzrsl_w,wxpssl_w,wsfxsl_w,hbbl,wxsgsx_w,wsfxsgsx,yjmz_y,mzze_y,mzje_y,ssgsfxfy_w,ssgsfxfl,lgzrfy_w,zrfl,fxfyhj_w,fxfl,cxjbjf_w,sjjyzf_w,flfy_w,xxplf_w,tzzsl,psdxsl,yjsgsl_w,yjrgbs,yxbjpsdxjs,yxbjtzzjs,yxsgpsdxjs,yxsgsl_w,yxsgzj_y,yxsghpbl,wxrgbs,yxsghs,yxsggs_w,zql,wsrgbs,fxfs,cxfs,zcxs,sjjg,zcpgjg,lssws,fxggrq,wxfxqsrq,wxfxjzrq,wsfxdjzj_y,wxpsdjzj_y,cxsrgyg_w,mz,sf,zjhxy_2012,zjhxy,windxy,zqlx,jys
002459.SZ,002459,天业通联,002459,2010-07-20,2010-07-28,2010-08-10,中小企业板,22.46,49.91,,,,4300,4300,,860,3440,0,860,34000,3.2666,9.6578,9.00903,6487.7,6.717575431,0,0,6487.7,6.717575431,4814.7,184.395,115,,69,148,,,62,,62,25450,57.1607,3.379175,29.59,259749,377126.95,0.91215968,110,"网下询价,上网定价",余额包销,海通证券股份有限公司,上会会计师事务所(特殊普通合伙),银信资产评估有限公司,北京国枫律师事务所,2010-07-27,2010-07-28,2010-07-28,847.0271297,57.1607,0.0028,1,河北省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--建筑机械与重型卡车,A股,深圳
002458.SZ,002458,益生股份,002458,2010-07-20,2010-07-28,2010-08-10,中小企业板,24,32.43,,,,2700,2700,,540,2160,0,540,21000,2.734594,6.48,5.952048975,5279.51025,8.147392361,0,0,5279.5102,8.147392361,3710,91.5,63,1374.25,70,112,,,56,,56,19590,47.016,2.75650842,36.28,347597,367939.3,0.58705335,170,"网下询价,上网定价",余额包销,安信证券股份有限公司,瑞华会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,北京金城同达律师事务所,2010-07-27,2010-07-28,2010-07-28,883.05432,47.016,0.0018,1,山东省,畜牧业,农、林、牧、渔业-畜牧业,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳
002460.SZ,002460,赣锋锂业,002460,2010-07-20,2010-07-28,2010-08-10,中小企业板,20.7,69.42,,,,2500,2500,,500,2000,0,500,20000,1.39,5.175,4.787464953,3875.35047,7.488599942,0,0,3875.3504,7.488599942,3085.962,278.8687,175.0567,231.616,105,273,,,147,,147,58530,121.1571,0.85426277,117.06,568659,572417.9,0.34939508,286,"网下询价,上网定价",余额包销,兴业证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市通力律师事务所,2010-07-27,2010-07-28,2010-07-28,1184.905053,121.1571,0,1,江西省,有色金属冶炼及压延加工,制造业-金属、非金属-有色金属冶炼及压延加工业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,深圳
300100.SZ,300100,双林股份,300100,2010-07-16,2010-07-26,2010-08-06,创业板,20.91,40.21,,,,2350,2350,,470,1880,0,470,18000,3.2803,4.91385,4.63779,2760.6,5.617998107,0,0,2760.6,5.617998107,1966,289.6,120,,40,51,,,27,,27,9670,20.21997,4.86039297,20.57,344459,349861.05,0.53735618,186,"网下询价,上网定价",余额包销,西南证券股份有限公司,立信会计师事务所(特殊普通合伙),,上海锦天城律师事务所,2010-07-23,2010-07-26,2010-07-26,731.5594556,20.21997,0,1,浙江省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
300099.SZ,300099,精准信息,300099,2010-07-16,2010-07-26,2010-08-06,创业板,48.65,49.44,,,,1034,1034,,200,834,0,200,8000,1.503948,5.03041,4.6338946,3965.154,7.882367441,0,0,3965.154,7.882367441,3521.287,145.7,60,,74,143,,,74,,74,13700,66.6505,1.45985401,68.5,233447,144231.3,0.57823787,173,"网下询价,上网定价",余额包销,国海证券有限责任公司,大华会计师事务所(特殊普通合伙),,山东康桥律师事务所,2010-07-23,2010-07-26,2010-07-26,701.6852745,66.6505,0,1,山东省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业-冶金、矿山、机电工业专用设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳
300101.SZ,300101,振芯科技,300101,2010-07-16,2010-07-26,2010-08-06,创业板,32,59.26,,,,1750,1750,,350,1400,0,350,14000,1.7511,5.6,5.191484623,4085.153768,7.294917443,0,0,4085.1537,7.294917443,2800,204,134,289,108,245,,,140,,140,41170,131.744,0.85013359,117.63,386208,367178.75,0.38128568,262,"网下询价,上网定价",余额包销,中信建投证券有限责任公司,四川华信(集团)会计师事务所(特殊普通合伙),中联资产评估集团有限公司,国浩律师(集团)事务所有限公司,2010-07-23,2010-07-26,2010-07-26,1174.972,131.744,0,1,四川省,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳
002457.SZ,002457,青龙管业,002457,2010-07-13,2010-07-21,2010-08-03,中小企业板,25,33.33,,,,3500,3500,,700,2800,0,700,28000,2.531643,8.75,8.396533,3534.67,4.039622857,0,0,3534.67,4.039622857,1825,264,204,1182.4,42,82,,,29,,29,12380,30.95,5.65428109,17.69,340412,467274.5,0.59921951,167,"网下询价,上网定价",余额包销,广发证券股份有限公司,信永中和会计师事务所(特殊普通合伙),,北京市天银律师事务所,2010-07-20,2010-07-21,2010-07-21,1168.18625,30.95,0.0018,1,宁夏回族自治区,非金属矿物制品业,制造业-金属、非金属-非金属矿物制品业-水泥制品和石棉水泥制品业,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳
002455.SZ,002455,百川股份,002455,2010-07-13,2010-07-21,2010-08-03,中小企业板,20,33.28,,,,2200,2200,,440,1760,0,440,15000,2.854,4.4,4.065468,3345.32,7.603,0,0,3345.32,7.603,1860,269.34,120,1084,36,52,,,8,,8,2720,5.44,16.17647058,6.18,536998,478329.9,0.36794689,272,"网下询价,上网定价",余额包销,广发证券股份有限公司,江苏公证天业会计师事务所(特殊普通合伙),,世纪同仁律师事务所,2010-07-20,2010-07-21,2010-07-21,956.6598,5.44,0.0005,1,江苏省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,深圳
002456.SZ,002456,欧菲科技,002456,2010-07-13,2010-07-21,2010-08-03,中小企业板,30,58.69,,,,2400,2400,,480,1920,0,480,19000,2.4146,7.2,6.70914,4908.6,6.8175,0,0,4908.6,6.8175,4200,146.75,105,406.25,95,232,,,97,,95,32730,98.19,1.466544,68.19,424582,498954.75,0.38480443,260,"网下询价,上网定价",余额包销,中银国际证券有限责任公司,瑞华会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,国浩律师(集团)事务所有限公司,2010-07-20,2010-07-21,2010-07-21,1496.86425,98.19,0,1,广东省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
601717.SH,601717,郑煤机,780717,2010-07-09,2010-07-20,2010-08-03,主板,20,22.56,,,,14000,14000,,2800,11200,0,2800,110000,14.92552,28,27.004019,9959.81,3.557075,0,0,9959.81,3.557075,9240,124,33.5,,42,79,,,40,,25,17550,35.1,15.95441595,6.27,273292,527012.7,2.12518598,47.05,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京市康达律师事务所,2010-07-19,2010-07-19,2010-07-20,1054.0254,64.2926,0,1,河南省,专用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,上海
300095.SZ,300095,华伍股份,300095,2010-07-08,2010-07-16,2010-07-28,创业板,22.56,36.98,,,,1950,1950,,390,1560,0,390,15500,2.596474,4.3992,4.144126,2550.74,5.79819058,0,0,2550.74,5.79819058,2079.64,180,102,,32,43,,,24,,24,6920,15.61152,5.63583815,17.74,271175,293828.7,0.53092158,188,"网下询价,上网定价",余额包销,华林证券有限责任公司,天健会计师事务所(特殊普通合伙),广东恒信德律资产评估有限公司,北京市竞天公诚律师事务所,2010-07-15,2010-07-16,2010-07-16,662.8775472,15.61152,0,1,江西省,专用设备制造业,制造业-机械、设备、仪表-普通机械制造业,工业--资本货物--机械--工业机械,A股,深圳
300098.SZ,300098,高新兴,300098,2010-07-08,2010-07-16,2010-07-28,创业板,36,44.72,,,,1710,1710,,342,1368,0,342,13000,2.612513,6.156,5.73933,4166.7,6.768518519,0,0,4166.7,6.768518519,2621.7,200,195,530,59,88,,,43,,43,12710,45.756,2.6908,37.16,210454,196381.3,0.696604,144,"网下询价,上网定价",余额包销,兴业证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),广东中广信资产评估有限公司,广东广信君达律师事务所,2010-07-15,2010-07-16,2010-07-16,706.97268,45.756,0,1,广东省,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳
300096.SZ,300096,易联众,300096,2010-07-08,2010-07-16,2010-07-28,创业板,19.8,63.87,,,,2200,2200,,440,1760,0,440,15000,1.877907,4.356,3.92608,4299.2,9.869605142,0,0,4299.2,9.869605142,3440,256,218.67,359.1,72,147,,,76,,76,25740,50.9652,1.7094,58.5,293680,312595.9,0.56302721,178,"网下询价,上网定价",余额包销,招商证券股份有限公司,致同会计师事务所(特殊普通合伙),福建中兴资产评估房地产土地估价有限责任公司,北京市天元律师事务所,2010-07-15,2010-07-16,2010-07-16,618.939882,50.9652,0,1,福建省,软件和信息技术服务业,信息技术业-计算机应用服务业,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳
300097.SZ,300097,智云股份,300097,2010-07-08,2010-07-16,2010-07-28,创业板,19.38,45.07,,,,1500,1500,,300,1200,0,300,12000,1.2,2.907,2.5859915,3210.085,11.04260406,0,0,3210.085,11.04260406,2000,164.5,75,369.06,62,95,,,40,,40,10260,19.88388,2.9239766,34.2,322149,285268.75,0.42065596,238,"网下询价,上网定价",余额包销,平安证券有限责任公司,华普天健会计师事务所(特殊普通合伙),,北京市京都律师事务所,2010-07-15,2010-07-16,2010-07-16,552.8508375,19.88388,0,1,辽宁省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳
002451.SZ,002451,摩恩电气,002451,2010-06-29,2010-07-07,2010-07-20,中小企业板,10,31.25,,,,3660,3660,,732,2928,0,732,29000,2.9733,3.66,3.388720976,2712.790242,7.411995197,0,0,2712.7902,7.411995197,1501,147.5213,125,921.3789,52,94,,,43,,43,16730,16.73,4.37537358,22.86,335817,485647.85,0.60290599,166,"网下询价,上网定价",余额包销,南京证券有限责任公司,致同会计师事务所(特殊普通合伙),江苏银信资产评估房地产估价有限公司,上海市瑛明律师事务所,2010-07-06,2010-07-07,2010-07-07,485.64785,16.73,0.0019,1,上海,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳
002452.SZ,002452,长高集团,002452,2010-06-29,2010-07-07,2010-07-20,中小企业板,25.88,35.45,,,,2500,2500,,500,2000,0,500,20000,3.4568,6.47,6.0173,4527,6.99690881,0,0,4527,6.99690881,3270,144,90,1010,48,82,,,34,,34,12910,33.41108,3.87296669,25.82,106059,124991.8,1.60010496,62,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,中审国际会计师事务所有限公司,中瑞国际资产评估(北京)有限公司,北京市竞天公诚律师事务所,2010-07-06,2010-07-07,2010-07-07,323.4787784,33.41108,0.0012,1,湖南省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业-输配电及控制设备制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳
002453.SZ,002453,华软科技,002453,2010-06-29,2010-07-07,2010-07-20,中小企业板,14.96,40.43,,,,3000,3000,,600,2400,0,600,24000,1.63396,4.488,4.0427,4453,9.92201426,0,0,4453,9.92201426,3150,270,100,361.8,46,84,,,42,,42,18940,28.33424,3.16789862,31.57,162156,233152.3,1.02937007,97,"网下询价,上网定价",余额包销,平安证券有限责任公司,致同会计师事务所(特殊普通合伙),,安徽承义律师事务所,2010-07-06,2010-07-07,2010-07-07,348.7958408,28.33424,0.0038,1,江苏省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业-专用化学产品制造业,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳
002454.SZ,002454,松芝股份,002454,2010-06-29,2010-07-07,2010-07-20,中小企业板,18.2,30.16,,,,6000,6000,,1200,4800,0,1200,48000,4.6,10.92,10.28270851,6372.9149,5.836002656,0,0,6372.9149,5.836002656,4408,348.6,200,1309.3149,34,68,,,23,,23,14160,25.7712,8.47457627,11.8,105744,181891.3,2.63893875,38,"网下询价,上网定价",余额包销,国元证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海金茂凯德律师事务所,2010-07-06,2010-07-07,2010-07-07,331.042166,25.7712,0,1,上海,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
002448.SZ,002448,中原内配,002448,2010-06-25,2010-07-05,2010-07-16,中小企业板,21.8,31.14,,,,2350,2350,,470,1880,0,470,18000,3.91328,5.123,4.72749,3955.1,7.720281085,0,0,3955.1,7.720281085,2249.2,204.5,122,279.4,35,61,,,27,,27,8550,18.639,5.497076,18.19,225218,245284.3,0.76645753,130,"网下询价,上网定价",余额包销,国信证券股份有限公司,瑞华会计师事务所(特殊普通合伙),,博金律师事务所,2010-07-02,2010-07-05,2010-07-05,534.719774,18.639,0,1,河南省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
002414.SZ,002414,高德红外,002414,2010-06-25,2010-07-05,2010-07-16,中小企业板,26,56.52,,,,7500,7500,,1500,6000,0,1500,60000,4.746,19.5,18.51278578,9872.142243,5.062637048,0,0,9872.1422,5.062637048,7450,160,140,730.592,70,168,,,60,,60,37460,97.396,4.00427122,24.97,135250,254342,2.35902839,42,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,瑞华会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市君合律师事务所,2010-07-02,2010-07-05,2010-07-05,661.2892,97.396,0.0029,1,湖北省,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳
002449.SZ,002449,国星光电,002449,2010-06-25,2010-07-05,2010-07-16,中小企业板,28,53.85,,,,5500,5500,,1100,4400,0,1100,40000,5.043306,15.4,14.825501,5744.99,3.730512987,0,0,5744.99,3.730512987,4770,143.9,90,,21,44,,,44,,44,24910,69.748,4.41589723,22.65,158336,248812.55,1.76839954,57,"网下询价,上网定价",余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),,北京市康达律师事务所,2010-07-02,2010-07-05,2010-07-05,696.67514,69.748,0.003,1,广东省,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,深圳
002450.SZ,002450,康得新,002450,2010-06-25,2010-07-05,2010-07-16,中小企业板,14.2,52.59,,,,4040,4040,,808,3232,0,808,32000,1.60758,5.7368,5.378363739,3584.362615,6.248017388,0,0,3584.3626,6.248017388,2121.04,133.305,75,258,54,138,,,63,,63,30990,44.0058,2.60729268,38.35,238927,343375.2,0.94124444,106,"网下询价,上网定价",余额包销,申银万国证券股份有限公司,瑞华会计师事务所(特殊普通合伙),深圳市长城会计师事务所有限公司,北京市天银律师事务所,2010-07-02,2010-07-05,2010-07-05,487.592784,44.0058,0,1,江苏省,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳
002445.SZ,002445,ST中南,002445,2010-06-22,2010-06-30,2010-07-13,中小企业板,18.8,34.18,,,,3100,3100,,620,2480,0,620,24000,3.76962,5.828,5.47482,3531.8,6.060054907,0,0,3531.8,6.060054907,1800,359.5,212,595,44,85,,,37,,37,17120,32.1856,3.621495,27.61,152616,178438,1.38983848,72,"网下询价,上网定价",余额包销,国信证券股份有限公司,江苏公证天业会计师事务所(特殊普通合伙),北京北方亚事资产评估事务所(特殊普通合伙),北京国枫律师事务所,2010-06-29,2010-06-30,2010-06-30,335.46344,32.1856,0,1,江苏省,广播、电视、电影和影视录音制作业,传播与文化产业-广播电影电视业,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,深圳
002446.SZ,002446,盛路通信,002446,2010-06-22,2010-06-30,2010-07-13,中小企业板,17.82,46.53,,,,2600,2600,,520,2080,0,520,20000,1.865,4.6332,4.30025,3329.5,7.18617802,0,0,3329.5,7.18617802,2200,140,160,221,81,203,,,92,,92,31650,56.4003,1.64296998,60.87,304460,338271.1,0.61489142,163,"网下询价,上网定价",余额包销,西部证券股份有限公司,大华会计师事务所(特殊普通合伙),,北京市中伦律师事务所,2010-06-29,2010-06-30,2010-06-30,602.7991002,56.4003,0.0045,1,广东省,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳
002444.SZ,002444,巨星科技,002444,2010-06-22,2010-06-30,2010-07-13,中小企业板,29,34.75,,,,6350,6350,0,1270,5080,0,1270,50000,6.1285,18.415,17.613982,8010.18,4.349812653,0,0,8010.18,4.349812653,6645.25,319,180,276.5,35,63,,,28,,28,17180,49.822,7.39231665,13.53,145062,242329.7,2.09631753,48,"网下询价,上网定价",余额包销,第一创业证券有限责任公司,天健会计师事务所(特殊普通合伙),浙江浙天资产评估有限公司,北京市天银律师事务所,2010-06-29,2010-06-30,2010-06-30,702.75613,49.822,0.001,1,浙江省,金属制品业,制造业-金属、非金属-金属制品业,工业--资本货物--机械--工业机械,A股,深圳
002447.SZ,002447,晨鑫科技,002447,2010-06-22,2010-06-30,2010-07-13,中小企业板,28.98,47.51,,,,1700,1700,,340,1360,0,340,13000,2.48,4.9266,4.618069702,3085.302981,6.26254005,0,0,3085.3029,6.26254005,2200,144,35,310,92,218,,,127,,127,36460,105.66108,0.93252879,107.24,211758,193861.75,0.70153085,143,"网下询价,上网定价",余额包销,平安证券有限责任公司,瑞华会计师事务所(特殊普通合伙),,国浩律师(集团)事务所有限公司,2010-06-29,2010-06-30,2010-06-30,561.8113515,105.66108,0.0105,1,辽宁省,互联网和相关服务,信息技术业-计算机应用服务业-计算机网络开发、维护与咨询,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,深圳
300093.SZ,300093,金刚玻璃,300093,2010-06-18,2010-06-28,2010-07-08,创业板,16.2,46.29,,,,3000,3000,,600,2400,0,600,20000,1.5015,4.86,4.561291,2987.09,6.14627572,0,0,2987.09,6.14627572,1672,166.49,183,957.85,74,143,,,71,,71,30150,48.843,1.99004975,50.25,342180,463777.45,0.51748958,193,"网下询价,上网定价",余额包销,中国民族证券有限责任公司,瑞华会计师事务所(特殊普通合伙),,北京市竞天公诚律师事务所,2010-06-25,2010-06-28,2010-06-28,751.319469,48.843,0,1,广东省,非金属矿物制品业,制造业-金属、非金属-非金属矿物制品业,材料--材料Ⅱ--建材Ⅲ--建材,A股,深圳
300094.SZ,300094,国联水产,300094,2010-06-18,2010-06-28,2010-07-08,创业板,14.38,57.52,,,,8000,8000,,1600,6400,0,1600,64000,2.948341,11.504,10.8307846,6732.154,5.852011474,0,0,6732.154,5.852011474,5603.2,27,80,220,64,92,,,51,,51,58190,83.67722,2.74961333,36.37,300122,789992.75,0.81013401,123,"网下询价,上网定价",余额包销,平安证券有限责任公司,瑞华会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2010-06-25,2010-06-28,2010-06-28,1136.009575,83.67722,0,1,广东省,渔业,农、林、牧、渔业-农、林、牧、渔服务业,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳
300092.SZ,300092,科新机电,300092,2010-06-18,2010-06-28,2010-07-08,创业板,16,48.48,,,,2300,2300,,460,1840,0,460,18000,2.4255,3.68,3.392897774,2871.022258,7.801690918,0,0,2871.0222,7.801690918,1690.075,139,102,197.25,65,86,,,54,,50,17520,28.032,2.62557077,38.09,359145,429080.15,0.42882431,233,"网下询价,上网定价",余额包销,东北证券股份有限公司,信永中和会计师事务所(特殊普通合伙),,国浩律师(集团)事务所有限公司,2010-06-25,2010-06-28,2010-06-28,686.52824,28.032,0,1,四川省,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,深圳
601288.SH,601288,农业银行,780288,2010-06-17,2010-07-06,2010-07-15,主板,2.68,14.43,,,,2557058.8,2557058.8,,1526026.3,1031032.5,-0.9074,480000,10000000,,685.2917584,675.574935,97168.2344,1.417910448,0,0,97168.2344,1.417910448,80557.2344,9694,480,,91,244,,,214,,173,5415090,1451.24412,9.2926027,10.76,1256290,11095197.3,9.29260176,10.76,"战略配售,网下询价,上网定价",余额包销,"中国国际金融有限公司,中信证券股份有限公司,中国银河证券股份有限公司,国泰君安证券股份有限公司",德勤华永会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京德恒律师事务所,2010-07-01,2010-07-01,2010-07-06,2973.512876,1829.0125,0,1,北京,货币金融服务,金融、保险业-银行业,金融--银行--商业银行--多元化银行,A股,上海
002440.SZ,002440,闰土股份,002440,2010-06-10,2010-06-23,2010-07-06,中小企业板,31.2,30.29,,,,7382,7382,,1476.4,5905.6,0,1470,59000,9.99,23.03184,21.42480458,16070.35419,6.977451296,0,0,16070.3541,6.977451296,13690,550,270,1420.6841,44,73,,,17,,17,7940,24.7728,18.5944584,5.38,225002,406615.35,1.45237999,69,"网下询价,上网定价",余额包销,海通证券股份有限公司,立信会计师事务所(特殊普通合伙),,国浩律师(集团)事务所有限公司,2010-06-22,2010-06-23,2010-06-23,1268.639892,24.7728,0.0008,1,浙江省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,深圳
002443.SZ,002443,金洲管道,002443,2010-06-10,2010-06-23,2010-07-06,中小企业板,22,30.25,,,,3350,3350,,670,2680,0,670,26000,3.8576,7.37,7.06782347,3021.7653,4.100088602,0,0,3021.7653,4.100088602,1641,253,160,312,40,69,,,33,,33,17280,38.016,3.87731481,25.79,470783,623441.2,0.42987213,233,"网下询价,上网定价",余额包销,安信证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师(集团)事务所有限公司,2010-06-22,2010-06-23,2010-06-23,1371.57064,38.016,0.0009,1,浙江省,金属制品业,制造业-金属、非金属-金属制品业,材料--材料Ⅱ--金属、非金属与采矿--钢铁,A股,深圳
002442.SZ,002442,龙星化工,002442,2010-06-10,2010-06-23,2010-07-06,中小企业板,12.5,36.76,,,,5000,5000,,1000,4000,0,1000,40000,5.5995,6.25,5.820016,4299.84,6.879744,0,0,4299.84,6.879744,2770,300,220,,47,101,,,59,,59,39660,49.575,2.521432,39.66,546505,909919.15,0.43959949,227,"网下询价,上网定价",余额包销,国信证券股份有限公司,利安达会计师事务所(特殊普通合伙),北京天健兴业资产评估有限公司,北京市竞天公诚律师事务所,2010-06-22,2010-06-23,2010-06-23,1137.398938,49.575,0,1,河北省,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳
002441.SZ,002441,众业达,002441,2010-06-10,2010-06-23,2010-07-06,中小企业板,39.9,37.35,,,,2900,2900,,580,2320,0,580,23000,4.96688,11.571,10.95516,6158.4,5.322271195,0,0,6158.4,5.322271195,4628.4,200,150,350.8,78,147,,,42,,42,14970,59.7303,3.8744155,25.81,320226,406740.45,0.57038831,175,"网下询价,上网定价",余额包销,中信证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2010-06-22,2010-06-23,2010-06-23,1622.894396,59.7303,0,1,广东省,批发业,批发和零售贸易-能源、材料和机械电子设备批发业,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,A股,深圳
601000.SH,601000,唐山港,780000,2010-06-03,2010-06-18,2010-07-05,主板,8.2,32.67,,,,20000,20000,,4000,16000,0,4000,160000,10.2305,16.4,15.91131059,4886.8941,2.979813476,0,0,4886.8941,2.979813476,3480,214,110,1020.8941,56,98,,,52,,20,42500,34.85,9.41176471,10.625,364511,1417791.2,1.12851596,88.61,"网下询价,上网定价",余额包销,申银万国证券股份有限公司,信永中和会计师事务所(特殊普通合伙),北京国友大正资产评估有限公司,北京市天元律师事务所,2010-06-17,2010-06-17,2010-06-18,1162.588784,73.5469,0,1,河北省,水上运输业,交通运输、仓储业-交通运输辅助业-港口业,工业--运输--交通基础设施--海港与服务,A股,上海
300090.SZ,300090,盛运环保,300090,2010-06-03,2010-06-11,2010-06-25,创业板,17,49.56,,,,3200,3200,,640,2560,0,640,20000,1.768,5.44,5.12620182,3137.9818,5.768348897,0,0,3137.9818,5.768348897,2062,171.6,180,715,72,114,,,61,,61,33940,57.698,1.88568061,53.03,524538,664207.5,0.38542172,259,"网下询价,上网定价",余额包销,太平洋证券股份有限公司,中审国际会计师事务所有限公司,,北京市金杜律师事务所,2010-06-10,2010-06-11,2010-06-11,1129.15275,57.698,0,1,安徽省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,深圳
300089.SZ,300089,文化长城,300089,2010-06-03,2010-06-11,2010-06-25,创业板,20.5,47.67,,,,2500,2500,,500,2000,0,500,20000,1.60351,5.125,4.61,5150,10.04878049,0,0,5150,10.04878049,3212.5,160,70,350,59,91,,,47,,47,17600,36.08,2.84090909,35.2,423761,546799.6,0.36576471,273,"网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),,国信信扬律师事务所,2010-06-10,2010-06-11,2010-06-11,1120.93918,36.08,0,1,广东省,非金属矿物制品业,制造业-金属、非金属-非金属矿物制品业-陶瓷制品业,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,A股,深圳
300091.SZ,300091,金通灵,300091,2010-06-03,2010-06-11,2010-06-25,创业板,28.2,48.62,,,,2100,2100,,420,1680,0,420,15000,2.35922,5.922,5.49631988,4256.8012,7.188114151,0,0,4256.8012,7.188114151,2814.16,199,106,212,51,73,,,42,,42,14380,40.5516,2.92072322,34.24,382617,406197.5,0.41359191,242,"网下询价,上网定价",余额包销,平安证券有限责任公司,立信会计师事务所(特殊普通合伙),,北京市天银律师事务所,2010-06-10,2010-06-11,2010-06-11,1145.47695,40.5516,0,1,江苏省,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业,工业--资本货物--机械--工业机械,A股,深圳
